 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12
1	1487.273	1292.529	2000.975	1221.667	1760.944	1018.049	1672.812	2124.917	1690.350	754.630	960.186	2222.135
2	1388.023	1359.843	1825.150	1144.185	1959.593	943.951	1547.844	1988.900	1653.775	735.852	913.884	2152.459
3	1297.318	1321.686	1639.400	1076.870	2062.519	867.390	1430.031	1793.917	1511.150	646.556	836.302	2049.216
4	1205.477	1245.294	1502.925	994.185	2041.519	793.585	1363.969	1673.683	1402.475	607.444	774.605	1876.514
5	1144.136	1261.196	1404.125	961.648	2023.444	770.000	1314.781	1608.750	1371.600	588.444	769.884	1824.649
6	1272.500	1423.667	1382.825	949.593	2049.148	795.781	1306.062	1603.400	1358.125	594.704	764.395	1852.000
7	1510.114	1758.078	1347.075	975.407	2246.333	838.756	1343.438	1567.567	1390.550	605.518	787.744	1866.838
8	1757.614	1769.569	1422.500	1007.833	2295.704	858.195	1488.062	1545.583	1395.525	615.333	780.140	1833.000
9	2098.273	1678.843	1401.875	966.852	2310.167	806.000	1521.688	1545.350	1380.775	631.259	788.953	1869.703
10	2202.409	1691.843	1341.625	977.556	2171.815	790.756	1425.125	1580.150	1374.700	613.852	774.535	1910.676
11	2061.023	1717.902	1359.325	1043.204	1994.907	831.537	1397.469	1689.850	1397.900	615.037	785.302	1944.297
12	1925.659	1717.608	1373.525	1112.685	1830.796	910.341	1382.250	1685.033	1427.600	598.963	800.419	2017.297
13	1871.045	1792.157	1425.825	1240.778	1784.611	916.000	1422.469	1781.550	1485.625	634.000	881.791	2170.243
14	1716.500	1820.588	1424.725	1257.130	1695.981	967.732	1425.562	1744.383	1430.025	632.963	925.581	2227.108
15	1576.500	1695.392	1312.000	1144.704	1563.278	903.634	1351.312	1651.783	1350.325	628.815	878.116	2104.487
16	1722.273	1722.843	1307.375	1121.333	1809.167	988.024	1342.844	1826.417	1432.875	630.333	894.233	2073.919
17	2894.409	1740.765	1726.150	1107.648	1712.981	814.122	972.250	2802.200	1616.650	637.963	975.372	2985.108
18	3252.182	1805.471	1805.650	1178.111	1756.759	846.146	1064.250	2977.717	1770.375	661.444	1145.837	3041.297
19	3019.727	1686.922	1829.850	1180.981	1631.870	811.902	1028.844	2873.300	1991.050	689.296	1192.140	3017.838
20	3612.591	1707.647	1676.500	1441.759	1867.815	1136.195	1847.625	2361.833	2141.250	810.556	1675.698	2314.946
21	3713.250	1758.843	1862.425	1992.537	1960.648	1287.610	2507.312	2116.133	2259.525	944.556	1897.953	2141.487
22	3708.955	1793.922	1926.850	2013.944	1854.796	1316.951	2440.125	2134.200	2273.300	885.926	1824.605	2330.487
23	3674.227	1759.804	1910.675	1968.963	1672.944	1216.829	2255.500	2157.083	2181.800	924.556	1778.047	2412.108
24	3671.818	1800.078	1975.150	2087.519	1680.630	1224.415	2452.062	2056.933	2221.850	912.185	2040.884	2378.351
25	3624.045	1865.647	2081.950	2334.574	1820.111	1234.317	2725.562	2037.000	2224.075	945.963	2127.791	2301.081
26	3535.500	1716.902	2022.825	2070.463	1644.407	1171.341	2382.062	2224.250	2098.000	917.148	2151.698	2451.000
27	3456.250	1627.529	2002.350	1845.148	1533.889	1128.634	2225.219	2244.683	1981.975	883.482	1907.581	2591.703
28	3393.432	1538.078	1925.625	1723.389	1455.741	1076.829	2068.312	2416.550	1900.950	831.000	1753.442	2608.757
29	3231.636	1468.353	1862.525	1663.630	1323.111	1052.634	1976.188	2348.433	1735.350	768.815	1597.930	2599.784
30	3160.591	1377.294	1801.525	1594.222	1252.241	991.756	1901.719	2357.733	1667.175	754.852	1453.930	2499.054
31	3127.409	1354.235	1758.025	1540.648	1324.204	944.390	1897.438	2363.967	1654.800	735.407	1373.163	2460.919
32	3384.568	1836.471	1873.575	1589.130	3232.685	1029.781	2008.250	2419.083	2434.550	810.444	1453.023	2773.649
33	3508.068	2094.510	1802.125	1570.852	3803.111	1166.854	1916.406	2308.483	2647.075	866.593	1434.140	2822.027
34	3401.364	1918.431	1655.025	1459.667	3780.648	1144.561	1854.594	2106.067	2361.900	780.296	1291.116	2698.838
35	3263.523	1759.314	1549.200	1378.130	3720.204	1039.756	1791.156	1892.733	2092.900	714.518	1118.581	2547.811
36	3088.000	1547.000	1447.950	1301.111	3611.130	952.610	1628.875	1714.417	1837.750	638.482	1022.628	2375.108
37	2847.318	1397.275	1341.750	1215.500	3438.963	876.439	1523.156	1580.700	1690.375	595.741	927.814	2166.054
38	2604.545	1273.020	1291.825	1147.278	3306.167	808.805	1436.438	1492.250	1549.025	581.667	851.442	1972.865
39	2333.295	1189.353	1235.375	1043.944	3145.111	766.463	1373.438	1393.050	1393.075	545.482	790.302	1841.027
40	2149.477	1120.863	1206.800	1021.074	3241.944	797.244	1306.031	1328.083	1322.800	534.111	750.465	1778.432
41	2014.182	1089.980	1180.000	984.241	3461.741	845.463	1277.094	1323.800	1303.275	539.630	753.256	1789.081
42	1956.114	1206.882	1214.075	981.667	3622.537	919.976	1216.656	1306.000	1274.350	543.482	732.302	1749.486
43	1862.795	1231.431	1178.975	989.278	3578.722	924.000	1164.344	1304.433	1289.325	552.148	742.837	1756.081
44	1806.727	1251.902	1218.800	1012.500	3455.333	873.219	1124.312	1252.850	1286.425	552.741	720.279	1746.703
45	1691.864	1177.471	1216.475	1019.111	3275.944	854.049	1122.469	1251.733	1263.650	569.037	715.884	1712.946
46	1515.886	1130.412	1279.325	1068.648	3034.500	824.122	1105.281	1285.367	1315.100	558.259	727.953	1697.892
47	2136.114	1393.686	1700.350	1194.593	2730.130	1068.707	1080.156	2646.000	1567.150	693.482	1050.767	2322.108
48	2928.318	1683.882	2221.975	1360.852	2560.574	1190.732	1256.844	3492.167	1822.550	1988.259	2137.256	2903.568
49	3241.000	1625.745	2155.400	1417.463	2582.111	1440.805	1538.125	3195.900	1805.675	3078.630	2932.581	2860.865
50	3022.773	1426.706	1913.600	1330.296	2282.333	1316.488	1411.375	2919.500	1587.000	2905.926	2716.767	2646.919
51	2848.750	1283.373	1767.950	1247.593	2053.241	1218.829	1344.312	2654.117	1523.800	2731.519	2592.698	2480.459
52	2677.250	1219.706	1600.900	1372.296	1918.722	1201.659	1549.656	2389.750	1476.175	2532.778	2867.279	2214.108
53	2580.045	1211.216	1595.325	1335.741	1789.630	1170.024	1565.375	2525.200	1504.400	2670.519	2813.419	2199.622
54	2512.091	1215.510	1555.475	1406.870	1729.796	1189.829	1642.344	2613.183	1470.775	2838.519	2991.442	2280.216
55	2391.614	1150.078	1523.075	1309.093	1557.685	1107.146	1515.031	2694.150	1449.950	2875.963	2781.814	2246.081
56	2183.341	1088.843	1435.225	1232.370	1443.037	1026.927	1387.156	2642.733	1385.100	2858.630	2553.488	2165.406
57	1983.250	1155.765	1380.400	1145.333	1417.907	965.268	1297.938	2904.033	1510.300	2885.333	2335.163	2132.378
58	1796.295	1113.882	1353.000	1105.963	1399.056	932.683	1237.688	3071.783	1491.825	2859.704	2112.186	2091.811
59	1775.841	1083.294	1315.475	1074.407	1322.519	898.122	1204.531	3094.233	1442.750	2693.852	1952.535	2043.784
60	1716.523	1041.431	1287.175	1050.500	1248.130	891.390	1154.625	3006.633	1395.050	2533.519	1744.419	1971.514
61	2078.273	1099.627	1364.425	1090.944	1164.463	883.902	1145.000	2929.450	1362.500	2442.815	1749.907	1961.054
62	2408.841	1638.451	1420.275	1130.352	2496.019	1090.415	1174.438	2905.300	2137.050	2365.481	1798.860	2084.270
63	2770.818	2343.902	1439.550	1207.148	3684.407	1621.171	1220.250	2868.000	3100.625	2173.148	1766.349	2196.000
64	2793.432	2500.745	1373.350	1157.315	3752.074	1659.585	1199.844	2679.050	3214.650	1842.926	1585.419	2103.189
65	2746.182	2485.765	1283.675	1198.611	3817.759	1650.415	1378.625	2306.900	2720.200	1536.704	1669.395	1856.892
66	2629.705	2342.588	1264.750	1071.370	3743.241	1467.927	1301.469	2276.083	2593.750	1377.593	1414.721	1868.757
67	2404.227	2156.020	1221.150	1000.130	3666.907	1296.415	1277.719	2191.133	2403.425	1227.222	1270.186	1816.946
68	2215.136	2172.137	1174.050	962.648	3592.222	1311.146	1201.562	2133.683	2231.650	1119.296	1184.163	1794.216
69	2016.659	2271.490	1201.000	974.778	3490.537	1220.439	1180.906	2092.633	2097.000	991.815	1069.605	1741.649
70	1785.295	2128.726	1183.250	927.667	3369.093	1164.854	1111.000	2019.183	1928.500	892.815	1009.721	1703.027
71	1609.091	1949.549	1127.775	912.982	3120.222	1054.000	1051.531	1884.100	1780.050	815.185	928.256	1579.541
72	1524.045	1807.333	1231.400	903.352	2955.722	998.268	1016.094	1849.750	1657.525	734.778	859.767	1545.622
73	1471.227	1648.000	1343.950	853.944	2736.333	946.293	987.219	1783.700	1543.200	686.111	847.837	1511.000
74	1314.523	1524.039	1270.125	836.130	2530.370	904.098	947.438	1656.500	1415.550	637.963	796.907	1455.865
75	1220.500	1461.961	1251.600	838.815	2385.815	839.756	961.844	1644.850	1533.150	602.296	771.163	1449.486
76	1157.795	1571.843	1212.825	855.370	2354.130	846.512	956.656	1626.567	1714.475	617.185	783.837	1539.000
77	1420.727	1737.039	1405.300	1002.241	2297.352	1108.122	1143.438	2201.700	1958.300	722.296	1188.395	1708.162
78	2083.273	2156.412	1881.925	1132.204	2243.407	1497.219	1197.500	3134.167	2069.700	900.259	2272.000	1920.784
79	2030.091	2191.667	1834.325	1141.019	2133.907	1679.927	1199.062	3166.633	1968.575	1036.741	2806.302	1865.622
80	2191.023	2144.137	1898.550	1125.037	1896.722	1607.195	1179.062	3113.367	1767.000	1416.296	3031.977	1911.541
81	2341.114	2015.725	1968.225	1163.741	1699.352	1634.098	1226.188	2886.117	1718.250	2009.444	3309.070	1936.270
82	2413.455	2059.882	1993.350	1128.778	1569.444	1530.732	1144.531	2951.617	1643.875	2178.556	3307.814	1944.297
83	2346.318	1972.902	2150.175	1065.963	1404.074	1505.000	1118.031	2913.450	1497.500	1976.704	3265.535	1836.108
84	2409.795	1960.216	2266.025	1046.574	1308.278	1375.488	1034.469	2776.800	1422.550	1822.630	3117.860	1704.838
85	2288.182	1918.373	2442.000	1024.870	1194.389	1369.317	996.656	2921.767	1512.975	1757.889	3050.488	1634.027
86	2268.250	1804.902	2413.125	1078.519	1211.722	1376.000	1049.406	3046.567	1563.700	1649.370	3110.814	1560.027
87	2470.159	1862.078	2536.975	1098.093	1222.241	1561.927	1131.719	3203.117	1692.975	2028.259	3257.977	1799.919
88	2442.136	1784.588	2443.600	1115.870	1170.204	1504.537	1132.750	3351.567	1740.000	2208.148	3374.651	1852.027
89	2429.455	1767.431	2983.025	1099.796	1111.204	1448.829	1080.688	3273.267	1610.350	2151.593	3385.930	1815.324
90	2262.614	1677.157	3101.300	1056.870	1031.926	1352.659	1061.844	3249.567	1543.075	2047.741	3343.907	1706.703
91	2160.932	1671.843	3175.675	1004.537	947.796	1349.878	1008.594	3085.433	1422.525	1910.333	3265.814	1635.784
92	2167.318	1893.235	3029.825	997.944	1484.556	1690.512	1006.500	3130.767	1642.500	1867.815	3172.884	1663.081
93	2680.386	2720.353	2853.575	1105.889	3376.352	3121.073	1148.000	3212.333	2433.625	1850.185	3133.907	2030.378
94	2601.682	2635.451	2596.425	1087.648	3665.481	3271.781	1116.812	3066.750	2457.750	1582.370	2982.000	1980.568
95	2325.341	2489.020	2382.725	1024.148	3644.981	3146.073	1038.031	2916.867	2236.400	1334.963	2826.860	1857.865
96	2086.023	2262.118	2087.425	967.889	3517.204	3003.781	1018.875	2744.833	2015.850	1162.222	2642.465	1678.000
97	1866.614	2088.647	1870.600	916.833	3338.426	2843.293	1000.062	2604.783	1821.850	996.111	2450.884	1596.892
98	1658.614	1903.627	1707.075	890.167	3124.037	2681.829	1005.438	2531.867	1629.475	888.556	2239.186	1479.162
99	1488.977	1808.000	1592.425	856.648	2979.685	2515.585	925.969	2409.300	1536.625	800.926	2070.605	1404.811
100	1356.500	1674.392	1494.500	844.815	2754.556	2381.683	926.000	2323.250	1428.425	710.333	1886.814	1394.568
101	1264.045	1538.843	1404.500	822.907	2592.907	2244.488	880.500	2236.617	1367.050	656.852	1753.698	1339.541
102	1140.159	1413.020	1312.450	811.852	2296.370	2056.585	924.500	2105.083	1282.750	608.296	1659.721	1298.189
103	1064.864	1331.157	1242.025	808.741	2110.019	1947.537	950.188	2005.683	1240.050	572.111	1527.512	1251.459
104	1012.159	1239.784	1197.000	798.518	1980.667	1840.366	941.594	1889.217	1228.475	560.148	1430.047	1257.135
105	972.864	1202.216	1144.550	802.018	1782.019	1736.732	989.375	1818.167	1212.025	535.444	1306.837	1255.027
106	976.114	1118.412	1142.750	797.389	1669.759	1609.756	980.562	1702.583	1229.075	536.556	1265.302	1246.351
107	981.773	1100.608	1153.900	826.407	1825.481	1618.659	1043.938	1746.583	1252.425	545.259	1329.302	1230.324
108	1199.705	1350.647	1355.725	873.667	1853.630	2017.878	1077.188	2278.967	1425.950	652.852	1810.837	1344.216
109	1228.295	1742.588	1435.425	931.796	1918.500	2116.073	1022.938	2295.467	1400.000	655.852	1983.395	1371.135
110	1178.205	1872.294	1474.650	898.204	1787.259	2160.732	974.062	2301.533	1320.525	675.704	1937.581	1311.838
111	1122.523	1868.196	1479.275	907.241	1616.333	2107.146	928.062	2211.867	1276.900	621.852	1882.349	1283.378
112	1117.136	1805.784	1534.325	910.296	1544.093	2078.781	888.656	2226.667	1284.525	630.000	1987.395	1247.297
113	1099.273	1884.392	1567.250	987.222	1426.074	2123.122	854.000	2201.500	1257.250	637.778	1965.023	1258.108
114	1126.250	1749.059	1548.325	970.796	1318.333	2209.049	829.625	2263.600	1255.800	702.556	2121.140	1302.541
115	1041.932	1718.059	1457.450	962.593	1335.241	2092.902	791.094	2151.950	1239.850	664.518	1965.326	1247.946
116	1054.795	2065.902	1394.875	1057.093	1525.074	2156.976	812.781	2065.167	1276.050	651.482	1873.163	1273.919
117	1011.545	2398.510	1580.225	1082.259	1611.333	2062.171	815.156	2016.467	1269.550	654.889	1952.256	1268.730
118	1040.500	2316.843	1508.375	1046.667	1576.667	1927.415	788.125	1953.750	1291.675	694.778	2159.698	1252.730
119	1022.773	2158.569	1714.750	1080.000	1495.444	1820.732	770.625	1942.767	1345.925	653.889	2150.488	1238.027
120	1003.864	2028.784	1627.625	988.648	1401.130	1708.951	739.562	1926.800	1299.825	615.259	2085.233	1204.811
121	1046.727	2141.020	1579.500	1010.667	1465.593	1625.000	771.844	1920.983	1314.675	637.630	2078.256	1211.622
122	1059.227	2298.569	1527.975	1099.463	1608.870	1652.219	764.469	1849.933	1323.675	632.815	2008.907	1239.405
123	1390.750	2882.314	1641.350	1164.370	3325.315	2314.488	856.562	1969.033	1866.200	706.148	2016.349	1505.676
124	1344.068	2852.823	1521.350	1090.759	3578.241	2357.390	881.406	1893.667	2122.850	689.852	1866.302	1559.297
125	1219.250	2664.882	1372.425	982.611	3461.593	2194.293	796.875	1794.933	1959.050	620.482	1672.186	1371.297
126	1170.091	2537.784	1334.175	952.944	3255.704	2334.951	796.375	1769.467	1836.825	598.704	1512.651	1333.649
127	1051.545	2265.078	1235.875	872.130	2976.019	2159.463	723.656	1640.850	1623.900	544.370	1340.186	1190.351
128	964.477	2112.745	1155.825	814.685	2760.019	1981.024	672.250	1561.050	1472.250	497.704	1230.395	1106.081
129	907.500	1928.510	1220.975	767.667	2559.481	1840.244	662.594	1536.067	1353.200	494.481	1108.372	1082.162
130	866.091	1814.333	1207.975	760.889	2437.778	1730.805	696.500	1503.733	1303.350	500.148	1066.070	1059.784
131	876.977	1704.706	1252.750	746.407	2309.204	1612.366	725.281	1437.067	1249.025	498.852	994.698	1080.622
132	874.864	1587.843	1251.050	751.352	2127.667	1508.805	738.281	1423.950	1211.100	511.074	965.535	1049.216
133	863.545	1454.157	1155.775	757.815	1895.648	1482.122	727.469	1366.083	1206.650	496.852	898.814	1101.351
134	838.000	1333.647	1146.850	751.259	1711.093	1405.268	740.625	1313.917	1183.550	513.926	864.721	1088.081
135	845.409	1245.020	1130.850	777.759	1567.148	1322.098	781.469	1355.133	1218.900	538.111	835.977	1157.730
136	833.773	1166.510	1107.950	744.963	1414.870	1207.366	801.812	1271.100	1172.675	697.889	810.767	1151.973
137	856.295	1155.569	1098.200	761.093	1318.426	1129.488	803.656	1261.850	1161.450	811.333	776.279	1148.784
138	1038.182	1339.706	1248.975	1098.759	1421.963	1198.439	891.594	1469.867	1367.875	822.667	997.256	1282.703
139	1459.500	2036.235	1776.550	2517.389	1584.000	1265.341	977.438	1616.300	1600.400	825.852	1145.116	1399.270
140	1418.636	2276.353	1790.075	2710.796	1491.278	1414.415	968.781	1568.433	1579.375	836.518	1201.860	1408.541
141	1305.773	2161.078	1717.300	2755.130	1415.630	1413.634	945.531	1418.283	1477.525	727.000	1205.465	1344.108
142	1181.523	2012.314	1589.275	2702.444	1240.204	1369.366	931.531	1298.683	1400.350	665.630	1466.721	1333.135
143	1192.136	2087.431	1623.525	2747.630	1148.352	1369.585	949.844	1238.050	1472.125	659.667	1648.674	1324.162
144	1199.477	2074.431	1601.275	2821.833	1139.574	1350.854	981.938	1237.967	1528.425	652.185	1890.860	1378.189
145	1128.750	1959.510	1496.800	2784.019	1176.833	1232.829	967.812	1181.550	1523.000	635.815	1779.279	1330.054
146	1129.091	1993.255	1437.100	2671.185	1474.481	1272.805	943.562	1260.817	1671.500	629.482	1657.302	1336.757
147	1130.523	2221.353	1385.400	2445.704	1882.333	1414.585	958.750	1353.567	1839.250	640.556	1558.767	1352.892
148	1049.591	2125.078	1309.425	2364.278	1916.407	1316.122	894.438	1257.300	1707.425	610.852	1403.047	1294.595
149	1071.136	2133.039	1471.650	2590.963	1799.185	1318.854	913.594	1267.917	1739.275	600.074	1432.977	1303.730
150	1122.886	2254.373	1599.800	2872.333	1707.574	1295.293	931.375	1330.100	1799.925	596.148	1419.884	1354.459
151	1123.386	2604.294	1808.025	3082.815	1706.389	1218.171	944.781	1329.283	2234.975	629.667	1355.326	1370.892
152	1138.136	2749.039	1769.175	3005.000	1706.981	1152.415	934.844	1275.267	2288.450	603.333	1261.605	1351.649
153	1282.318	2969.020	1754.125	2817.944	2672.278	1375.854	985.969	1285.667	3127.075	622.963	1225.256	1494.784
154	1497.364	2965.137	1602.350	2543.000	3426.685	1888.463	979.969	1277.083	3242.350	663.370	1180.512	1603.730
155	1345.955	2740.431	1431.475	2245.389	3351.648	1885.244	955.875	1158.833	2973.225	616.222	1049.605	1444.649
156	1211.659	2543.000	1299.025	2085.185	3171.000	1732.098	894.531	1119.167	2765.425	621.407	956.163	1345.622
157	1199.477	2415.980	1207.875	1814.370	3062.130	1621.268	942.562	1077.700	2475.275	589.370	926.674	1223.730
158	1227.750	2282.412	1204.250	1602.519	3119.130	1489.683	1037.219	1093.267	2381.150	570.778	854.326	1241.486
159	1252.591	2193.274	1159.675	1434.000	3113.593	1339.634	1077.344	1110.550	2263.600	563.482	799.302	1224.108
160	1280.091	1987.843	1144.350	1282.056	3121.667	1252.488	1069.812	1120.917	2120.675	553.482	784.488	1189.108
161	1204.455	1897.412	1118.050	1205.444	2975.519	1221.537	1091.125	1171.933	2020.725	561.518	804.419	1246.919
162	1110.000	1736.706	1072.375	1114.889	2763.500	1234.463	1050.781	1117.250	1821.375	571.667	784.860	1171.730
163	1076.295	1590.157	1055.350	1003.370	2631.667	1142.634	1084.156	1080.883	1656.100	513.482	725.628	1120.919
164	1023.523	1433.412	1015.100	931.259	2650.648	1079.902	1092.344	1051.250	1567.850	511.852	724.326	1094.000
165	973.682	1334.078	1031.925	938.463	2711.685	1017.024	1026.250	1049.233	1449.250	503.481	702.000	1086.027
166	929.614	1412.588	1015.950	869.611	2641.056	941.805	1004.031	1060.533	1455.725	523.037	691.419	1118.757
167	944.227	1368.647	1070.400	876.241	2402.370	987.415	1061.844	1113.417	1563.450	546.259	716.581	1217.081
168	1318.705	1372.353	1112.300	899.630	2293.241	1036.341	1075.625	1189.217	1771.250	554.630	750.023	1313.730
169	1856.136	1546.608	1301.550	991.259	2244.259	1117.195	1130.125	1301.917	2194.775	571.148	807.977	1342.162
170	1892.159	1478.177	1314.500	1025.944	1984.870	1022.878	1106.094	1295.267	2049.250	573.704	800.558	1344.432
171	1683.000	1401.745	1261.025	1001.333	1801.796	989.902	1078.188	1220.467	2013.325	584.593	786.395	1344.000
172	1764.636	1326.608	1257.900	1057.352	1576.648	956.585	1091.562	1180.833	2085.850	607.407	832.186	1365.270
173	1621.523	1281.784	1273.425	1081.796	1432.463	955.610	1138.688	1112.717	2220.450	606.074	865.698	1370.541
174	1640.909	1183.765	1245.775	1079.481	1321.481	940.000	1134.406	1079.883	2032.850	573.037	874.326	1309.189
175	1564.386	1187.823	1186.950	1013.796	1350.093	909.317	1063.281	1063.250	1900.825	574.259	862.023	1261.378
176	1445.932	1206.980	1173.350	999.537	1562.352	984.829	1039.969	1070.383	1949.900	566.926	837.814	1264.730
177	1362.205	1202.863	1149.975	961.852	1768.611	1211.634	1033.062	1062.200	1925.000	597.037	799.884	1267.622
178	1331.591	1194.804	1142.475	931.852	1738.019	1202.488	978.219	1095.000	2174.300	579.482	788.884	1205.541
179	1228.523	1151.863	1097.925	878.611	1616.222	1100.854	918.344	1064.267	2056.075	552.852	731.558	1200.108
180	1371.432	1220.490	1167.450	909.963	1603.981	1068.756	942.812	1164.517	2341.275	552.815	758.581	1181.297
181	1711.818	1500.686	1247.925	987.741	1652.481	1034.585	980.875	1313.933	2812.450	608.000	812.721	1315.297
182	1748.841	1448.980	1231.875	1006.907	1555.389	1014.683	1009.625	1346.417	2745.675	602.852	819.651	1308.892
183	1808.727	1620.177	1257.300	1010.482	2281.278	1154.488	1023.594	1352.683	2819.550	623.556	835.953	1365.811
184	1938.136	2269.588	1309.075	1106.667	3595.574	2255.854	1202.031	1494.000	3134.500	726.667	947.977	1660.432
185	1876.023	2275.882	1229.150	1034.981	3645.815	2621.024	1235.250	1574.067	3141.325	721.704	916.209	1639.405
186	1689.023	2040.745	1169.425	980.611	3531.111	2470.342	1269.469	1426.683	2864.475	670.889	858.628	1520.568
187	1633.636	1830.843	1153.325	934.907	3398.759	2318.610	1243.500	1316.900	2607.350	638.259	814.349	1425.541
188	1507.227	1629.961	1107.925	907.685	3259.296	2171.610	1121.438	1242.950	2361.025	572.630	747.233	1320.676
189	1329.750	1530.118	1045.175	840.130	3056.500	1951.268	1048.031	1173.867	2175.900	548.407	705.581	1222.000
190	1206.182	1404.196	1044.300	815.852	2946.241	1838.293	1017.500	1145.400	2007.675	505.370	683.302	1141.730
191	1115.545	1361.765	1040.725	814.296	2895.685	1688.756	1080.250	1129.467	1827.025	495.000	658.605	1101.324
192	1104.523	1265.137	1015.075	797.759	2806.167	1534.610	1065.094	1147.750	1757.700	492.926	673.372	1133.351
193	1087.727	1224.431	1017.625	797.722	2597.278	1463.829	1088.688	1122.633	1641.125	527.185	671.814	1097.027
194	1034.364	1176.510	1077.250	804.056	2418.333	1328.781	1044.938	1194.417	1604.275	526.482	700.140	1162.784
195	1035.682	1172.039	1098.450	843.259	2205.111	1310.854	1017.625	1259.017	1554.900	541.815	702.814	1235.297
196	1001.682	1122.686	1132.875	814.556	2017.185	1190.561	1030.062	1300.467	1430.050	516.518	677.395	1182.649
197	920.318	1045.020	1095.700	794.759	1800.500	1138.146	1009.062	1231.450	1357.300	503.074	668.581	1192.324
198	1196.591	1031.275	1095.425	823.056	1636.611	1094.268	1051.219	1241.283	1321.325	523.407	682.721	1220.108
199	2186.250	1098.980	1173.375	930.018	1594.444	1116.854	1113.625	1368.900	1407.725	543.556	749.116	1340.865
200	2469.636	1095.137	1187.225	933.296	1464.037	1080.878	1157.844	1340.050	1355.000	550.852	725.372	1308.595
201	2361.182	1083.314	1151.675	912.093	1329.574	1025.537	1081.781	1279.700	1310.125	550.111	758.395	1265.405
202	2428.727	1035.177	1162.200	912.426	1222.704	984.756	1257.500	1220.267	1363.025	573.222	768.256	1324.541
203	2516.977	994.118	1142.625	929.352	1167.926	981.293	1247.812	1228.633	1363.425	568.037	780.186	1367.486
204	2509.136	977.569	1104.125	906.870	1104.352	937.683	1198.438	1172.633	1278.450	565.148	773.581	1320.243
205	2484.341	987.020	1122.675	910.907	1028.704	906.976	1223.125	1146.533	1256.800	548.963	772.884	1284.081
206	2569.614	1003.020	1132.500	904.482	1026.389	910.049	1289.594	1222.833	1308.150	551.370	795.767	1331.919
207	2582.727	1024.294	1162.850	923.611	1012.204	907.293	1288.844	1245.250	1391.000	568.704	800.070	1407.973
208	2537.341	1066.314	1182.375	1007.741	974.018	909.634	1296.562	1237.683	1455.450	573.741	823.047	1411.108
209	2460.273	1046.059	1186.725	1008.074	970.056	909.000	1284.000	1242.117	1438.725	586.889	839.419	1407.378
210	2345.341	1039.745	1175.850	1059.667	999.778	875.415	1415.375	1252.500	1514.775	588.222	844.372	1357.081
211	2779.409	1176.000	1324.875	1055.944	1225.056	920.439	1157.594	1394.333	1659.300	627.296	910.977	1705.486
212	3514.909	1351.686	1370.650	1361.370	1668.778	1006.659	1836.562	1542.233	2216.225	771.296	1048.953	1633.459
213	3636.636	1355.804	1484.350	1399.907	2155.204	1011.098	1913.812	1594.850	2530.225	804.000	1120.721	1840.757
214	3531.727	1683.627	1602.075	1310.852	3241.259	1173.854	1402.531	1688.983	3316.300	816.778	1198.930	2239.108
215	3119.864	1877.098	1639.500	1218.389	2998.185	1139.098	1024.781	1693.417	3757.125	729.259	1216.953	2654.324
216	3467.227	2018.823	1465.000	1235.241	3634.093	1728.781	1500.750	1644.950	3416.500	815.333	1178.442	2174.081
217	3485.045	1965.608	1366.325	1321.741	3738.593	1936.463	2118.812	1552.100	3191.825	888.518	1118.256	1955.892
218	3423.932	1823.843	1369.125	1343.019	3740.352	1862.122	2291.938	1645.100	3139.200	907.667	1074.605	1875.730
219	3221.273	1709.431	1499.250	1446.593	3647.000	1951.415	2575.156	1735.900	3021.300	1103.519	1139.349	1857.811
220	3154.386	1711.784	1542.550	1491.556	3623.426	1844.195	2648.625	1782.700	2960.925	1200.593	1155.721	1803.730
221	3088.432	1700.059	1527.550	1381.630	3632.870	1648.415	2175.344	1751.100	2977.550	1110.037	1108.512	1935.378
222	3063.705	1688.451	1526.350	1418.407	3681.815	1571.707	1953.031	1670.383	2841.525	1064.889	1088.953	1974.243
223	2920.114	1574.373	1512.350	1553.056	3659.907	1608.585	2579.594	1642.083	2504.675	1001.222	1067.698	1776.486
224	2750.568	1457.333	1433.125	1431.537	3571.833	1476.732	2343.125	1605.417	2361.625	936.259	1027.395	1772.784
225	2486.455	1397.627	1390.100	1378.981	3297.389	1374.537	2198.531	1561.217	2270.175	866.111	997.163	1683.054
226	2142.977	1277.706	1340.150	1195.778	2851.426	1156.878	1727.094	1593.950	2140.600	805.667	929.860	1684.622
227	1864.705	1158.353	1341.225	1092.000	2485.500	1018.537	1404.688	1550.350	1927.375	752.778	853.070	1676.514
228	1664.386	1089.745	1316.225	1041.778	2281.556	939.781	1370.406	1518.167	1743.700	690.741	800.093	1614.162
229	1728.773	1180.314	1404.700	1116.000	2210.611	969.098	1360.656	1921.350	1783.675	749.037	919.163	1781.757
230	1854.886	1289.196	1582.075	1378.148	2170.167	1052.219	1497.938	2769.617	1888.225	869.148	1082.326	2134.892
231	1747.159	1290.020	1629.675	1380.259	2044.556	1071.268	1556.094	2774.133	1906.050	860.482	1083.419	2207.216
232	1648.250	1257.804	1636.225	1344.778	1907.481	1039.049	1578.094	2566.983	1863.825	856.000	1117.488	2215.432
233	1491.727	1200.451	1659.950	1272.963	1656.037	901.122	1320.125	2436.800	1727.100	773.815	1027.837	2332.946
