 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12
1631	1037.659	948.176	1118.525	945.778	698.667	710.854	856.125	1081.267	1223.600	482.963	677.326	1185.324
1632	977.409	887.314	1080.700	914.889	678.315	697.463	845.344	1035.367	1343.925	481.593	655.767	1143.297
1633	878.773	841.627	1056.675	858.278	674.148	656.122	809.844	1022.500	1467.850	505.444	640.093	1102.378
1634	909.500	845.431	1013.575	828.296	837.333	684.634	780.750	1096.750	1577.125	485.519	629.674	1099.162
1635	904.227	831.902	1032.575	810.000	1036.481	713.024	747.094	1153.083	1522.350	481.407	659.256	1103.811
1636	910.636	879.412	1035.400	863.315	1005.407	709.122	772.750	1158.467	1945.700	470.556	647.744	1108.676
1637	1143.705	928.059	1098.550	937.907	998.574	739.219	763.938	1200.350	2098.875	511.519	655.930	1127.541
1638	1197.432	900.882	1045.275	876.574	1017.074	697.390	770.188	1126.700	2086.550	491.370	643.395	1093.270
1639	1251.000	864.059	1043.800	860.667	950.426	693.902	692.062	1104.133	2230.225	492.889	630.186	1081.541
1640	1128.568	863.863	1049.325	811.296	937.204	686.341	682.344	1159.050	2062.125	473.000	618.140	1049.135
1641	1040.682	874.902	1019.275	790.315	960.259	685.561	693.125	1123.150	1830.450	462.852	574.488	1036.946
1642	1021.636	899.078	972.875	729.093	1147.926	623.976	671.156	1110.133	1625.150	468.852	561.605	1021.243
1643	1093.250	891.588	982.000	695.426	1243.444	590.756	697.719	1083.333	1498.275	427.481	540.023	990.000
1644	1016.341	881.706	977.475	685.296	1216.981	590.122	653.656	1464.583	1398.900	434.074	549.628	963.324
1645	1019.159	875.255	986.575	712.537	1075.722	589.634	662.375	1495.600	1495.600	436.333	535.581	978.378
1646	963.364	933.471	1047.500	717.982	993.407	597.585	629.719	1429.383	1434.150	426.074	552.581	997.324
1647	937.023	982.059	1538.100	750.222	941.037	599.293	623.031	1380.283	1351.750	423.185	559.465	1049.459
1648	890.659	997.608	2010.050	753.278	864.167	575.122	619.156	1359.983	1321.525	442.556	560.884	1084.162
1649	877.523	1062.823	2222.725	822.889	865.741	612.732	626.969	1313.450	1310.400	454.778	591.605	1181.757
1650	856.091	1073.314	2102.025	822.333	809.056	607.732	653.438	1250.450	1246.200	438.259	586.465	1157.162
1651	800.114	967.510	1861.025	772.537	749.130	583.366	664.562	1186.517	1178.700	450.556	563.860	1129.216
1652	784.023	928.686	1700.125	753.537	712.889	572.927	660.094	1137.483	1128.650	447.667	569.512	1065.595
1653	784.932	999.000	1632.950	762.982	702.648	570.390	661.844	1146.833	1144.625	459.037	559.093	1102.838
1654	846.045	986.882	1613.550	780.037	738.426	597.805	718.781	1230.917	1244.325	475.963	592.977	1147.757
1655	1233.023	1024.961	1573.925	848.518	797.796	624.902	746.844	1609.983	1390.300	514.556	623.093	1232.000
1656	1394.636	1030.510	1547.675	885.296	807.333	676.341	825.375	1648.683	1399.400	540.963	670.186	1324.432
1657	1479.091	983.980	1469.225	901.296	766.685	657.951	823.469	1542.483	1290.625	512.593	692.395	1313.784
1658	1474.932	944.824	1390.300	881.407	761.278	669.000	801.562	1413.083	1232.125	525.518	673.605	1314.514
1659	1746.500	982.745	1394.300	932.611	745.778	712.439	871.094	1371.083	1258.600	556.889	690.000	1267.946
1660	1824.932	986.235	1372.050	974.333	789.074	737.488	915.844	1299.083	1243.400	533.852	741.465	1294.541
1661	1762.182	993.471	1366.700	917.278	781.630	706.341	807.500	1314.567	1219.425	532.296	729.651	1425.784
1662	1852.682	1019.314	1346.625	1034.130	857.037	765.000	1020.969	1316.350	1389.350	567.852	785.256	1370.892
1663	2151.523	1068.392	1314.125	1242.222	962.222	833.463	1264.844	1259.167	1492.625	619.518	866.326	1363.459
1664	2245.750	1107.882	1302.125	1347.667	970.500	881.512	1404.969	1272.850	1487.175	684.111	906.442	1497.108
1665	2152.045	1081.823	1387.550	1110.593	922.796	859.683	1062.500	1398.500	1449.500	614.630	904.744	1648.135
1666	2142.273	1126.863	1450.600	1063.389	1040.167	868.049	960.031	1598.600	1504.675	599.370	888.744	1761.054
1667	2146.136	1133.961	1462.975	1127.407	1095.926	867.927	1132.875	1742.233	1584.225	606.037	934.442	1717.730
1668	1996.727	1109.706	1417.875	1166.370	1039.963	813.878	1202.750	1734.083	1565.600	650.815	883.605	1631.081
1669	1905.159	1204.529	1380.100	1457.389	1178.093	865.439	1627.469	1677.167	1656.025	691.000	889.930	1491.216
1670	2045.045	1526.588	1636.950	1877.537	3089.741	971.098	2190.781	1699.883	2132.075	811.148	1079.023	1637.189
1671	2033.432	1378.451	1516.975	1605.519	3713.167	905.732	1788.344	1640.800	2114.450	803.333	1022.279	1788.297
1672	1809.341	1315.451	1389.875	1671.741	3738.130	884.268	1847.500	1453.517	1907.575	779.630	950.814	1639.324
1673	1667.045	1250.706	1346.575	1575.630	3616.296	861.902	1918.000	1447.450	1798.575	846.148	947.651	1528.405
1674	1375.727	1123.549	1279.925	1166.426	3436.685	796.268	1463.062	1321.500	1537.225	723.259	839.884	1531.378
1675	1248.273	1044.431	1216.100	1078.037	3329.963	772.000	1280.875	1279.767	1423.950	622.185	767.233	1419.865
1676	1189.659	1024.059	1165.225	1251.537	3158.111	762.976	1613.500	1204.850	1407.325	613.407	770.372	1280.811
1677	1058.614	949.000	1158.050	940.444	2855.407	723.976	1190.406	1190.450	1236.650	574.963	701.326	1344.081
1678	932.591	876.706	1115.900	837.167	2538.389	675.366	1030.781	1177.083	1136.825	514.333	650.163	1304.027
1679	911.068	835.098	1105.975	801.833	2397.537	616.976	944.406	1209.033	1171.000	497.185	616.488	1291.703
1680	865.864	829.020	1063.625	746.741	2227.685	596.707	909.812	1262.150	1161.600	464.667	586.093	1235.162
1681	835.045	817.412	1012.900	707.148	2046.926	568.024	850.750	1170.933	1146.275	455.741	554.000	1195.622
1682	802.273	805.471	990.675	674.370	1813.389	540.805	791.656	1144.333	1041.500	436.741	521.953	1174.459
1683	777.227	770.333	962.825	676.907	1662.611	525.049	750.562	1071.733	1034.800	419.704	533.326	1116.324
1684	760.818	777.569	970.725	688.444	1527.704	569.146	730.375	1074.383	1054.925	442.222	526.326	1145.459
1685	856.932	846.275	1038.925	736.833	1469.222	608.878	758.906	1591.217	1307.875	490.296	574.256	1210.054
1686	898.545	905.824	1119.525	803.093	1357.148	667.585	801.125	2002.567	1398.975	527.741	602.372	1269.595
1687	880.932	910.333	1149.800	820.482	1283.685	687.171	797.406	2031.567	1391.450	551.630	640.256	1291.000
1688	876.250	843.176	1105.750	817.093	1114.481	683.976	738.656	1820.650	1246.900	513.000	640.488	1258.703
1689	809.045	789.804	1056.250	782.389	1006.759	666.219	739.719	1663.800	1162.200	504.593	599.977	1239.000
1690	794.045	770.098	1033.975	771.278	1010.407	635.659	711.281	1544.850	1090.125	490.630	608.698	1192.865
1691	785.477	797.059	1020.600	755.093	955.704	642.244	664.969	1544.717	1086.275	472.926	586.930	1156.838
1692	775.068	800.059	1025.000	741.056	910.704	636.927	641.469	1580.383	1065.175	491.852	584.698	1137.568
1693	791.364	778.196	1015.550	744.889	897.056	631.927	638.125	1594.517	1062.775	500.556	586.279	1112.324
1694	853.864	828.000	1037.150	781.537	943.407	663.902	682.031	1669.450	1250.775	523.407	616.279	1113.459
1695	879.295	833.765	1026.850	790.778	924.111	647.634	661.250	1584.150	1283.000	493.704	617.163	1128.297
1696	875.068	827.529	1008.975	773.778	967.204	671.415	638.312	1491.317	1253.550	478.630	604.465	1115.297
1697	923.068	811.627	1014.300	774.778	1202.685	672.146	628.125	1418.300	1334.700	468.741	594.209	1129.486
1698	911.909	800.588	978.500	754.870	1124.926	654.756	657.531	1357.483	1305.350	476.519	597.070	1118.027
1699	923.000	815.039	971.600	735.185	1063.833	647.781	635.312	1437.333	1340.100	475.407	576.767	1111.405
1700	923.182	823.392	990.150	745.389	1068.574	665.902	643.625	1561.900	1302.325	512.518	599.116	1125.459
1701	977.477	901.471	995.450	780.130	1117.889	704.268	647.156	1618.883	1252.750	523.926	602.256	1158.919
1702	1038.136	841.765	976.275	760.833	1693.963	672.902	643.531	1488.883	1273.725	488.000	579.349	1135.568
1703	952.750	847.902	942.875	704.796	1710.315	628.585	616.594	1390.067	1158.600	458.074	549.651	1091.000
1704	873.182	817.353	949.650	675.907	1619.833	597.439	603.812	1334.933	1129.000	451.370	548.163	1032.622
1705	809.273	786.235	908.550	670.796	1449.167	600.756	583.531	1275.267	1102.350	433.185	562.907	1008.243
1706	787.977	800.294	898.875	656.704	1316.315	598.049	569.031	1248.583	1126.825	441.000	540.395	994.946
1707	801.568	795.000	913.125	665.852	1260.889	571.024	582.594	1245.750	1197.250	419.704	547.070	991.811
1708	868.114	818.784	911.075	671.463	1171.667	580.122	599.312	1238.267	1157.525	431.222	553.395	1018.432
1709	871.955	786.765	915.250	661.444	1161.593	582.707	586.969	1225.717	1144.150	442.111	557.814	1008.270
1710	874.955	810.373	918.075	669.185	1108.944	587.561	614.562	1207.983	1151.000	465.333	556.953	1041.568
1711	884.273	782.608	912.675	659.315	1006.648	618.537	638.062	1216.883	1150.500	442.111	573.116	1047.703
1712	843.545	781.627	917.325	671.722	919.889	588.854	624.531	1157.167	1096.175	440.741	556.535	1052.838
1713	803.432	791.510	905.050	645.722	869.704	578.610	626.750	1123.183	1031.250	427.111	564.093	1045.162
1714	832.977	819.255	901.100	666.500	834.000	569.976	617.062	1169.833	1050.550	429.037	550.140	1054.568
1715	876.523	864.314	996.625	728.482	837.556	614.415	639.156	1813.183	1179.950	462.444	596.907	1123.649
1716	1016.295	975.275	1039.050	827.407	896.000	695.122	694.094	3089.217	1321.475	536.259	787.302	1273.568
1717	1121.205	981.333	1028.675	824.241	840.852	734.634	698.031	3294.567	1270.150	540.518	852.977	1287.730
1718	1072.205	982.980	1002.675	821.667	802.389	724.366	668.312	3252.850	1210.950	524.185	783.953	1236.676
1719	1041.205	935.098	1005.375	810.222	752.833	761.610	637.062	3090.783	1099.825	536.407	765.907	1171.027
1720	1087.000	1088.275	1037.650	836.407	786.426	785.488	690.594	2970.267	1139.025	617.926	847.395	1233.324
1721	1093.000	1173.823	1057.875	857.333	830.352	796.366	733.094	2833.317	1140.875	611.111	982.070	1235.297
1722	1060.250	1237.333	1046.400	836.000	813.537	752.488	729.812	2710.183	1095.375	617.222	1110.465	1222.784
1723	1070.682	1145.745	1003.350	805.518	791.982	736.634	711.062	2544.600	1041.100	553.444	1060.977	1181.595
1724	981.886	1087.078	980.225	780.574	789.463	683.659	685.969	2434.783	980.250	528.333	953.488	1112.324
1725	1019.750	1234.294	996.800	787.500	1034.407	688.634	661.406	2596.033	1100.150	546.370	939.047	1161.595
1726	995.568	1296.098	1012.275	789.667	1009.148	668.463	690.406	2750.100	1156.025	541.222	932.953	1161.919
1727	943.500	1222.843	1007.025	808.444	997.482	702.219	691.156	2799.383	1145.250	586.593	1104.326	1167.595
1728	925.727	1248.882	1005.250	801.685	948.426	706.024	683.125	2790.800	1096.800	549.630	1229.372	1138.432
1729	886.909	1220.294	1002.175	782.130	902.222	696.878	685.656	2747.883	1120.625	548.148	1186.140	1109.649
1730	1046.886	1336.255	1019.300	791.333	1220.963	712.146	707.250	2802.700	1408.100	556.518	1242.930	1186.595
1731	1236.614	1396.490	1041.525	803.074	2112.870	686.829	741.031	2622.600	1700.600	535.630	1159.302	1264.811
1732	1308.341	1270.373	988.325	771.537	2157.778	666.390	734.562	2452.450	1584.500	496.667	1030.814	1202.676
1733	1245.727	1132.353	941.100	727.315	1945.741	641.146	739.469	2300.233	1354.325	452.815	948.558	1121.351
1734	1107.795	1063.314	921.675	690.111	1740.000	610.439	714.844	2146.417	1238.325	429.630	848.488	1035.784
1735	1002.068	1006.863	924.975	667.000	1561.870	581.219	689.719	2079.200	1162.500	427.148	812.047	1037.405
1736	943.500	981.490	898.150	658.759	1476.111	580.829	669.438	1983.233	1150.750	438.630	756.000	1033.892
1737	882.818	923.255	911.300	660.630	1322.463	576.366	643.781	1897.983	1161.200	422.259	704.581	1020.703
1738	846.227	888.549	900.075	660.741	1199.796	577.317	666.250	1810.233	1106.725	419.444	675.233	1028.270
1739	810.205	862.882	883.200	673.907	1185.148	586.537	731.031	1728.917	1090.275	427.815	693.186	960.865
1740	801.841	891.569	917.775	739.352	1349.926	606.415	826.000	1635.817	1124.300	454.481	726.581	946.568
1741	927.523	923.431	971.775	767.185	2103.537	747.488	855.094	1677.500	1121.100	501.741	743.953	1087.703
1742	945.341	936.647	993.625	726.722	2317.056	877.781	850.875	1568.317	1071.650	483.630	710.674	1139.595
1743	915.568	908.725	973.000	714.296	2179.722	859.073	815.438	1472.450	1042.825	505.185	673.628	1161.432
1744	870.659	868.255	963.775	708.352	1975.333	795.024	786.344	1427.967	1036.900	472.852	680.488	1129.351
1745	839.955	850.176	983.400	722.870	1818.037	783.000	771.156	1514.617	1080.425	495.296	652.163	1113.459
1746	879.273	1001.647	1019.200	828.130	1754.241	875.878	792.000	2109.917	1249.475	561.852	956.581	1253.027
1747	849.932	1081.177	1114.125	932.815	1801.759	858.098	777.250	2119.000	1206.900	573.741	1037.698	1231.405
1748	810.159	1168.608	1088.675	924.370	1697.685	823.537	728.375	2051.500	1176.975	531.778	939.279	1160.297
1749	807.750	1089.020	1053.100	870.889	1592.500	778.951	723.469	1901.250	1190.275	519.482	866.791	1102.919
1750	803.773	1076.314	1041.100	871.463	1647.370	772.146	680.312	1844.367	1126.975	499.407	800.302	1072.757
1751	843.386	1164.098	1041.800	852.167	1645.926	745.244	711.031	1930.300	1130.600	514.296	820.953	1068.189
1752	831.545	1227.431	1034.550	808.778	1767.944	769.976	744.344	1989.733	1139.450	505.852	916.163	1079.432
1753	830.773	1316.216	1065.400	850.482	1775.815	837.781	689.562	1992.817	1134.550	499.963	937.372	1061.108
1754	816.136	1242.804	1016.050	877.852	1809.815	849.341	682.938	1895.033	1215.850	483.000	863.698	1038.568
1755	792.455	1168.843	966.050	861.389	1693.907	764.512	636.094	1849.417	1137.875	476.963	793.674	989.027
1756	854.455	1140.255	1018.425	971.833	1595.333	772.390	654.812	1906.900	1150.500	483.259	764.209	1064.784
1757	818.409	1159.431	993.700	1020.537	1437.481	820.171	647.344	2145.350	1157.075	480.926	728.465	1053.243
1758	869.795	1255.529	1049.400	1008.185	1547.074	854.951	682.750	2091.333	1182.775	525.333	814.837	1108.676
1759	905.386	1240.098	1100.450	1020.741	1469.093	945.732	697.188	2155.317	1200.925	531.778	863.465	1156.649
1760	926.273	1401.333	1192.900	941.278	1601.093	956.122	737.250	2095.433	1368.300	529.667	912.605	1136.730
1761	967.227	1422.608	1219.150	901.611	2231.889	1057.000	739.250	1983.933	1545.075	526.148	889.116	1156.081
1762	910.000	1269.137	1107.025	810.278	2084.574	1003.756	753.062	1872.600	1474.900	500.926	795.326	1094.459
1763	857.068	1180.353	1080.900	770.352	1947.574	965.805	754.312	1714.317	1288.650	485.000	759.488	1006.784
1764	808.273	1097.196	1017.125	716.889	2040.815	888.805	740.188	1629.967	1184.675	449.926	703.744	1000.054
1765	770.068	1032.941	964.925	699.630	2083.944	826.439	698.844	1548.367	1107.375	447.148	652.581	979.919
1766	762.750	963.196	962.825	686.722	1913.778	762.951	681.750	1497.100	1043.350	445.704	645.651	949.216
1767	750.273	931.471	937.175	663.426	1752.537	739.415	650.656	1460.983	1030.100	421.370	617.326	919.297
1768	768.659	889.667	947.600	676.056	1606.537	700.854	673.562	1417.067	1040.875	424.704	608.093	945.189
1769	757.227	882.294	936.975	678.685	1483.444	687.488	679.031	1396.817	1032.475	439.074	588.953	941.243
1770	758.955	879.529	989.775	689.963	1460.667	692.390	715.906	1375.450	1057.225	454.407	588.419	947.135
1771	809.932	929.412	1107.175	719.500	1841.426	667.537	718.031	1518.333	1226.950	475.037	613.907	1051.892
1772	796.477	907.176	1078.500	709.537	1729.519	657.927	706.938	1475.083	1271.375	482.333	610.163	1038.973
1773	814.227	887.941	1089.725	707.185	1565.741	654.024	695.969	1419.233	1331.825	479.370	612.256	1083.351
1774	856.273	940.333	1098.725	735.556	1461.037	649.195	740.094	1373.167	1325.125	521.667	633.744	1199.027
1775	870.136	958.157	1131.200	743.944	1372.463	664.488	721.562	1371.500	1314.125	537.444	647.395	1256.000
1776	929.636	976.020	1114.800	796.204	1291.389	812.561	766.375	1648.050	1325.150	582.037	689.907	1275.108
1777	1037.568	1022.922	1184.750	1384.352	1305.796	933.927	793.219	1813.917	1358.475	609.111	727.209	1388.946
1778	1034.727	1035.373	1225.400	1518.722	1358.444	958.976	849.062	1739.533	1374.575	614.704	714.302	1380.757
1779	997.568	1093.177	1321.125	2382.315	1304.093	954.073	818.625	1702.417	1375.675	579.000	732.488	1445.541
1780	958.636	1013.510	1287.475	2325.833	1125.407	904.171	814.625	1553.883	1296.650	563.185	698.395	1347.000
1781	905.136	920.980	1197.975	2097.593	1016.315	832.512	784.125	1388.817	1218.450	541.630	676.535	1249.622
1782	874.773	897.588	1159.925	2024.278	925.574	808.902	777.625	1347.700	1158.275	512.222	656.163	1200.216
1783	881.864	901.706	1148.950	2498.167	934.241	790.268	784.219	1310.517	1200.775	518.259	659.372	1207.757
1784	877.386	876.725	1094.675	2381.944	861.241	765.854	792.719	1310.167	1174.875	509.148	656.256	1182.973
1785	897.955	866.686	1101.175	2645.778	847.630	776.293	792.969	1298.467	1281.850	492.370	643.721	1173.757
1786	880.682	904.039	1102.475	2652.556	839.556	738.098	810.688	1319.567	1290.325	509.852	660.698	1178.108
1787	883.591	912.529	1129.450	2707.333	845.982	762.976	808.750	1341.950	1322.075	513.074	648.163	1201.892
1788	893.955	887.549	1105.775	2699.815	825.093	742.415	786.531	1302.817	1301.100	503.222	687.279	1209.162
1789	893.114	944.588	1123.475	2779.370	856.056	756.537	837.000	1315.100	1339.100	504.778	703.279	1243.243
1790	920.227	934.588	1169.550	2856.833	887.944	759.195	888.594	1352.983	1374.850	540.333	725.395	1290.405
1791	971.455	969.588	1212.300	2869.278	1504.778	748.366	885.906	1406.033	1771.650	551.444	749.000	1319.676
1792	989.818	949.608	1146.850	2599.574	2023.593	726.707	976.219	1350.667	1822.600	567.222	756.767	1345.297
1793	948.614	866.451	1082.850	2293.185	1986.500	696.415	972.375	1268.833	1592.075	522.593	698.442	1256.946
1794	905.477	864.765	1045.575	2037.093	1878.444	647.049	969.062	1174.033	1379.300	488.333	659.233	1181.108
1795	889.841	831.725	1042.225	1772.130	1671.481	657.756	938.938	1136.067	1252.100	481.481	634.442	1142.919
1796	846.818	825.588	1007.225	1569.333	1528.889	624.146	860.438	1087.117	1195.100	492.963	609.721	1092.919
1797	844.045	814.431	983.875	1374.000	1409.759	610.390	869.531	1094.033	1166.325	468.407	586.023	1069.486
1798	798.477	799.353	980.700	1214.574	1245.870	595.024	815.031	1074.650	1126.875	452.889	579.651	1029.649
1799	806.568	795.549	965.000	1114.611	1179.148	581.683	788.000	1082.367	1134.000	454.519	552.186	1071.514
1800	800.886	828.157	1017.925	1109.278	1096.722	606.268	804.781	1113.567	1182.400	471.259	592.140	1098.081
1801	813.523	813.902	1023.200	1126.130	1053.000	599.171	815.469	1129.150	1212.425	479.741	589.674	1156.865
1802	797.250	801.627	999.800	1056.407	957.333	591.195	790.719	1124.533	1194.425	496.407	600.419	1163.216
1803	771.114	783.784	973.075	938.537	856.815	563.781	796.531	1101.317	1133.475	464.593	564.093	1139.297
1804	767.568	780.471	966.500	882.296	809.704	568.366	775.188	1062.733	1090.475	461.407	562.581	1090.378
1805	748.455	780.059	956.400	845.833	743.815	559.829	779.031	1025.667	1060.750	447.074	554.488	1054.541
1806	864.045	832.412	1035.250	928.111	792.963	606.927	844.000	1113.000	1144.375	494.852	611.977	1181.000
1807	1104.886	941.490	1233.350	1161.019	872.593	669.927	942.969	1464.700	1399.425	564.704	699.047	1397.541
1808	1065.955	915.118	1201.250	1138.630	834.018	673.634	919.844	1384.567	1379.100	574.778	691.256	1412.432
1809	1034.318	937.333	1170.075	1126.796	801.185	677.537	920.156	1278.217	1581.125	548.370	677.000	1403.595
1810	943.750	880.059	1125.400	1049.944	731.907	662.317	861.906	1173.583	1402.825	526.704	639.930	1329.811
1811	909.341	850.255	1118.900	1008.648	714.907	665.463	873.312	1093.667	1357.325	502.407	644.698	1279.730
1812	863.250	824.020	1106.300	957.111	674.648	655.122	824.125	1075.933	1386.400	488.370	637.023	1266.946
1813	897.750	817.196	1058.950	936.444	678.704	641.390	818.250	1059.350	1359.700	495.889	619.233	1248.973
1814	931.659	899.431	1102.200	1080.889	760.593	682.634	899.094	1155.967	1471.775	512.518	643.279	1285.405
1815	1119.614	1000.412	1201.225	1254.037	1015.722	713.756	980.375	1233.533	2173.750	553.074	723.605	1422.351
1816	1194.795	1018.725	1226.000	1302.630	1119.796	759.683	1002.344	1209.000	2194.625	577.518	762.140	1416.622
1817	1143.568	995.235	1211.225	1250.444	1053.389	761.610	998.062	1211.817	2188.200	581.630	750.698	1385.351
1818	1071.659	963.824	1175.275	1290.889	985.185	740.341	973.219	1133.100	2045.875	544.185	722.442	1359.946
1819	994.205	978.000	1175.075	1234.167	902.111	703.854	959.500	1129.017	1908.075	536.148	735.186	1329.432
1820	966.545	918.157	1146.675	1339.815	825.537	718.902	920.969	1063.433	1791.325	525.333	701.814	1316.000
1821	1017.295	1000.039	1230.725	1358.481	1208.204	734.878	1007.750	1115.333	2258.050	547.074	727.256	1391.946
1822	1283.568	1065.471	1244.025	1306.741	2589.685	775.098	1036.688	1183.600	2595.875	587.074	776.302	1530.757
1823	1328.841	959.627	1169.675	1262.000	2657.519	701.244	1041.438	1091.250	2304.950	546.889	739.907	1439.162
1824	1153.114	897.902	1098.500	1202.037	2506.407	665.951	1050.656	1033.083	2076.025	499.444	688.465	1330.514
1825	1080.545	851.059	1075.050	1152.722	2295.259	650.098	1015.562	969.817	1774.525	482.370	651.860	1244.973
1826	962.932	831.118	1041.000	1090.389	2136.667	623.927	984.156	946.100	1633.775	484.074	625.209	1197.081
1827	907.545	800.706	1023.650	995.796	1926.574	584.732	928.250	921.833	1495.825	456.185	572.814	1145.135
1828	872.955	779.765	992.025	969.352	1740.352	580.219	870.094	937.883	1379.600	432.259	574.419	1096.081
1829	821.636	791.314	1014.250	907.518	1618.852	577.805	839.406	955.550	1313.800	441.148	540.581	1076.054
1830	804.068	789.471	1002.725	883.482	1504.056	560.585	877.094	975.383	1264.975	422.519	549.488	1057.622
1831	803.636	772.137	1037.275	859.833	1376.259	573.415	889.031	983.650	1226.550	456.222	553.419	1069.405
1832	790.409	773.451	974.750	886.482	1259.944	552.317	863.656	997.867	1177.200	452.222	540.163	1036.757
1833	759.000	774.627	981.425	897.537	1176.185	549.122	829.250	978.583	1168.950	464.852	537.605	1053.000
1834	776.250	783.588	991.775	982.852	1072.778	575.293	825.250	989.867	1152.775	455.074	558.628	1117.757
1835	816.773	788.529	980.850	911.833	1002.296	592.878	821.312	969.567	1159.350	470.444	572.953	1146.541
1836	911.000	825.882	1022.400	901.704	966.370	580.439	864.344	1068.983	1308.500	501.593	613.651	1209.973
1837	1644.636	1013.647	1150.475	1003.241	1092.833	673.122	955.062	1983.200	1728.125	547.778	683.767	1368.000
1838	1670.136	988.098	1130.825	988.944	1024.019	680.976	957.281	1934.133	1553.625	541.556	701.744	1407.324
1839	1497.250	943.863	1130.600	943.630	913.556	659.732	916.031	1762.817	1372.100	539.444	683.209	1368.270
1840	1627.659	930.294	1142.425	953.944	882.500	690.317	945.469	1626.967	1298.400	560.333	713.721	1344.378
1841	1592.477	912.294	1158.325	938.259	818.759	682.000	956.688	1526.350	1222.875	564.556	710.349	1374.054
1842	1426.409	925.961	1124.025	938.352	795.426	688.390	933.719	1469.883	1218.275	543.518	714.581	1349.595
1843	1309.023	883.078	1098.325	913.093	751.407	684.000	881.656	1429.250	1172.150	531.259	686.349	1267.973
1844	1320.727	906.373	1095.300	899.370	761.018	672.707	861.625	1390.883	1160.750	525.963	699.209	1280.000
1845	1573.295	940.745	1153.000	951.407	755.778	708.073	912.312	1454.667	1206.875	544.259	720.302	1329.676
1846	1492.568	936.627	1145.825	944.593	780.130	706.024	886.875	1389.050	1235.950	520.852	722.651	1332.081
1847	1362.318	913.569	1133.550	930.907	823.148	686.585	832.906	1356.283	1204.875	519.556	682.907	1280.027
1848	1298.773	909.843	1102.525	893.018	769.000	674.488	793.000	1298.467	1211.525	494.778	683.698	1255.541
1849	1257.614	891.118	1089.725	864.759	737.444	666.171	787.656	1304.683	1222.100	489.259	657.233	1245.459
1850	1233.455	872.745	1065.075	853.315	739.944	661.000	755.156	1314.433	1243.875	484.852	644.465	1224.243
1851	1381.568	906.667	1109.400	884.611	876.944	675.268	798.219	1322.833	1327.425	492.852	686.605	1266.054
1852	1570.477	1005.627	1157.300	933.630	2289.056	736.122	852.594	1344.150	2082.600	538.259	721.163	1358.054
1853	1518.136	952.431	1080.375	885.796	2504.352	713.268	818.750	1229.517	2398.775	494.481	676.512	1342.703
1854	1334.000	869.353	1007.700	824.759	2280.222	642.902	779.031	1131.050	2072.725	448.111	630.628	1196.243
1855	1213.977	858.392	990.375	782.037	2082.130	632.049	757.688	1072.083	1843.950	457.222	588.186	1109.622
1856	1080.750	829.980	978.700	761.333	1895.852	590.195	707.375	1032.850	1601.900	429.111	564.581	1051.081
1857	1016.886	811.392	965.700	732.741	1745.222	586.463	709.688	1005.400	1483.400	417.630	542.581	1063.162
1858	922.841	828.725	977.900	729.982	1635.315	578.732	726.188	1068.283	1402.000	416.704	559.907	1055.459
1859	909.477	823.373	977.700	746.074	1483.056	577.756	711.594	1091.700	1313.500	427.333	552.512	1055.811
1860	855.727	813.098	961.175	924.630	1397.241	566.415	708.000	1084.967	1271.075	431.630	540.395	1067.946
1861	805.273	803.157	967.125	1040.500	1265.889	559.781	709.094	1046.783	1213.650	418.296	536.186	1064.000
1862	789.091	816.784	978.400	1012.704	1138.667	555.976	698.719	1023.050	1140.950	437.556	549.186	1067.405
1863	772.409	779.098	966.275	907.482	1027.981	557.756	691.469	1003.967	1079.775	435.037	539.814	1048.189
1864	768.205	811.686	982.375	883.741	950.944	549.293	670.781	983.283	1040.425	435.519	552.465	1085.000
1865	766.545	791.255	972.950	829.574	895.241	569.537	668.656	991.317	1039.800	447.889	563.605	1093.405
1866	766.068	792.902	961.375	792.667	883.833	584.171	656.156	1021.967	1034.600	465.778	563.512	1085.865
1867	878.932	903.235	1110.050	952.944	919.518	656.171	749.531	1638.717	1237.950	534.704	635.233	1315.649
1868	1074.932	939.333	1149.525	985.907	925.296	736.098	745.906	2524.150	1272.925	769.074	692.279	1514.784
1869	1021.773	930.569	1166.775	986.130	902.389	742.293	733.281	2672.350	1265.500	939.889	692.326	1540.784
1870	967.273	909.392	1169.175	959.111	828.463	737.756	715.688	2507.383	1216.175	922.259	705.116	1493.865
1871	977.114	933.804	1201.000	1033.148	867.463	745.171	759.844	2548.217	1246.200	997.333	786.465	1573.676
1872	959.568	907.706	1160.225	996.482	791.815	723.781	759.719	2374.583	1245.375	945.296	828.349	1454.757
1873	967.750	897.039	1156.700	1028.296	770.796	748.781	778.219	2296.383	1348.350	932.482	874.000	1527.216
1874	974.045	878.412	1152.325	976.111	743.574	721.927	747.750	2259.100	1493.425	925.000	846.093	1499.459
1875	997.091	851.706	1152.800	987.426	731.852	753.463	810.750	2242.033	1566.275	914.185	865.977	1506.081
1876	950.886	885.431	1140.075	982.722	745.111	719.610	805.750	2282.900	1589.275	929.148	848.140	1475.649
1877	946.886	869.725	1114.725	996.833	728.759	716.219	833.094	2171.283	1549.425	902.482	833.767	1365.838
1878	1077.227	925.627	1211.750	990.315	799.241	770.463	880.062	2251.283	1742.300	1365.593	900.581	1533.838
